LIMIT_BAL,AGE,default,PAY_1_ontime,PAY_1_sensemov,PAY_1_revolving,PAY_1_mesos_retard,PAY_2_ontime,PAY_2_sensemov,PAY_2_revolving,PAY_2_mesos_retard,PAY_3_ontime,PAY_3_sensemov,PAY_3_revolving,PAY_3_mesos_retard,PAY_4_ontime,PAY_4_sensemov,PAY_4_revolving,PAY_4_mesos_retard,PAY_5_ontime,PAY_5_sensemov,PAY_5_revolving,PAY_5_mesos_retard,PAY_6_ontime,PAY_6_sensemov,PAY_6_revolving,PAY_6_mesos_retard,BILL_AMT_AGRUPAT,PAY_AMT_AGRUPAT,SEX_male,EDUCATION_postgrau,EDUCATION_secundaria,EDUCATION_universitari,MARRIAGE_casat,MARRIAGE_solter,MARRIAGE_nan
50000,34,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,39599.666666666664,4168.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
180000,35,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,725.3333333333334,803.3333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.0
50000,28,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7778.666666666667,1666.6666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50000,46,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,8052.666666666667,733.3333333333334,1.0,0.0,1.0,0.0,1.0,0.0,0.0
190000,40,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,150674.66666666666,6383.333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0
200000,32,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1523.5,707.3333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.0
140000,26,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,138541.16666666666,8438.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
10000,47,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,8740.5,711.6666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.0
180000,54,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,93214.66666666667,3434.3333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170000,29,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2533.0,123.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
50000,36,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,491.5,387.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
200000,32,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,9992.666666666666,12394.333333333334,1.0,0.0,0.0,1.0,0.0,1.0,0.0
170000,42,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,452.5,326.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
50000,52,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,6802.5,800.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
230000,24,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1600.5,2299.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
500000,36,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,11501.333333333334,18142.333333333332,0.0,0.0,0.0,1.0,0.0,1.0,0.0
50000,25,1,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,1050.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
80000,38,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15898.333333333334,1020.1666666666666,1.0,1.0,0.0,0.0,0.0,1.0,0.0
200000,61,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1080.6666666666667,1182.6666666666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0
360000,34,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
140000,41,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,520.0,325.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
290000,48,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,223720.33333333334,6333.333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0
50000,41,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,30479.5,2267.3333333333335,1.0,0.0,0.0,1.0,1.0,0.0,0.0
10000,38,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1498.3333333333333,443.3333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80000,27,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,18352.166666666668,6795.666666666667,1.0,0.0,0.0,1.0,0.0,1.0,0.0
20000,22,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,21184.5,2608.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
150000,37,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
230000,37,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,7828.166666666667,700.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60000,24,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,46323.5,1422.6666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.0
360000,26,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,285.1666666666667,158.33333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.0
100000,36,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,57055.333333333336,2357.3333333333335,1.0,0.0,0.0,1.0,1.0,0.0,0.0
30000,33,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,25419.0,1209.3333333333333,1.0,0.0,0.0,1.0,1.0,0.0,0.0
330000,30,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,56213.333333333336,4836.666666666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20000,24,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,656.6666666666666,340.6666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0
80000,49,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,35819.5,1583.3333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0
90000,23,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,42137.5,2298.1666666666665,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20000,23,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,17868.333333333332,1028.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
230000,61,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
160000,28,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1352.3333333333333,226.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
200000,36,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1537.6666666666667,1121.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20000,27,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1778.1666666666667,1454.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
170000,35,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,39951.333333333336,4292.166666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0
180000,26,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3608.8333333333335,769.8333333333334,0.0,0.0,0.0,1.0,1.0,0.0,0.0
50000,29,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,41810.333333333336,1289.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0
360000,40,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,20443.833333333332,15122.166666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0
230000,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,307.6666666666667,2833.3333333333335,0.0,0.0,0.0,1.0,0.0,1.0,0.0
80000,28,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,79105.66666666667,3483.3333333333335,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60000,31,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,58376.333333333336,9503.333333333334,1.0,1.0,0.0,0.0,0.0,1.0,0.0
150000,52,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1014.6666666666666,1271.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0
120000,52,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,117780.66666666667,4609.666666666667,0.0,0.0,1.0,0.0,1.0,0.0,0.0
430000,43,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7657.833333333333,5724.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0
360000,32,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,88753.83333333333,20236.333333333332,1.0,0.0,1.0,0.0,1.0,0.0,0.0
200000,60,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,431.8333333333333,431.8333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0
50000,26,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,44626.833333333336,2215.3333333333335,1.0,0.0,0.0,1.0,0.0,1.0,0.0
150000,36,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,32381.333333333332,2175.8333333333335,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20000,46,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,6424.833333333333,597.3333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20000,23,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,8409.0,1344.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
50000,24,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,24932.833333333332,3550.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
260000,27,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,25249.5,6156.333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0
230000,30,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,5736.0,1833.3333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170000,43,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3897.8333333333335,690.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
180000,28,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5879.0,6049.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
30000,38,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,25261.666666666668,1730.8333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.0
20000,22,1,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,2,21339.166666666668,1166.6666666666667,1.0,0.0,0.0,1.0,0.0,1.0,0.0
260000,50,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,858.5,731.6666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.0
180000,30,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2397.3333333333335,3041.1666666666665,0.0,0.0,1.0,0.0,0.0,1.0,0.0
230000,32,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,36532.666666666664,2250.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
120000,43,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,47351.166666666664,1626.3333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0
280000,63,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
270000,29,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,130491.0,5331.333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0
70000,39,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,56371.5,4380.666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0
60000,31,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,55721.333333333336,2356.1666666666665,1.0,0.0,0.0,1.0,0.0,1.0,0.0
180000,28,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,87210.83333333333,5250.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
160000,32,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,13513.333333333334,674.1666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0
50000,25,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5234.333333333333,2580.1666666666665,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60000,48,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,35469.833333333336,7646.333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0
50000,48,1,0,0,0,3,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,11283.833333333334,645.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
80000,56,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,584.5,1459.8333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0
30000,22,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,25548.166666666668,1016.6666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0
90000,26,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,32594.833333333332,1442.8333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0
130000,33,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3558.3333333333335,1694.8333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0
200000,38,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1807.5,1349.6666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0
20000,23,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,14485.5,1200.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
300000,31,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1312.3333333333333,1051.8333333333333,1.0,0.0,1.0,0.0,1.0,0.0,0.0
160000,41,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,104193.5,4467.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0
500000,41,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,12568.5,12455.166666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0
50000,25,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,29764.666666666668,900.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20000,25,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,17121.0,3566.6666666666665,1.0,1.0,0.0,0.0,0.0,1.0,0.0
240000,40,1,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,2,217029.33333333334,6250.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
200000,29,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,179093.5,6516.666666666667,1.0,0.0,0.0,1.0,0.0,1.0,0.0
200000,27,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,781.3333333333334,695.6666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0
260000,36,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,9931.0,7459.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
100000,26,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,54955.833333333336,11681.666666666666,1.0,0.0,0.0,1.0,0.0,1.0,0.0
360000,42,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,18439.833333333332,13840.666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.0
280000,38,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,170100.5,27886.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360000,47,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,12251.333333333334,8085.333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0
420000,34,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2177.0,5930.333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0
400000,42,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,773.5,444.3333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0
50000,41,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,25008.0,5792.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
500000,45,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,79208.66666666667,80412.16666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0
50000,56,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,38308.5,1313.3333333333333,1.0,0.0,0.0,1.0,0.0,1.0,0.0
80000,24,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1462.8333333333333,13939.333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.0
80000,23,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,71337.33333333333,1581.8333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0
20000,50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,16010.333333333334,1833.3333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0
460000,27,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,79485.83333333333,7181.833333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0
240000,33,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,16465.5,484.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
120000,30,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,47734.333333333336,3225.6666666666665,1.0,0.0,0.0,1.0,0.0,1.0,0.0
20000,24,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,2,7723.666666666667,383.3333333333333,1.0,0.0,0.0,1.0,0.0,1.0,0.0
290000,50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,43863.0,14940.333333333334,1.0,0.0,1.0,0.0,1.0,0.0,0.0
50000,38,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,25211.166666666668,947.3333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.0
200000,40,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,13344.0,1234.6666666666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20000,27,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,11893.333333333334,1069.8333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100000,43,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,47153.5,2020.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
260000,36,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,112340.66666666667,4948.333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20000,27,0,0,0,0,4,0,0,0,3,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,18358.833333333332,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
10000,22,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,8336.833333333334,1017.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
420000,47,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,43157.166666666664,36799.333333333336,1.0,1.0,0.0,0.0,1.0,0.0,0.0
130000,27,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,24211.166666666668,3931.1666666666665,0.0,0.0,1.0,0.0,0.0,1.0,0.0
150000,25,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,39663.0,3263.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
120000,33,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,291.0,291.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
30000,25,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,9349.0,826.3333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.0
260000,31,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,119846.5,5525.333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60000,34,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,351.0,351.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
70000,52,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,54143.0,1426.8333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0
110000,26,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,34593.0,4333.333333333333,1.0,0.0,0.0,1.0,0.0,1.0,0.0
180000,37,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,23761.666666666668,30715.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
300000,48,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2313.0,5079.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
260000,38,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1227.6666666666667,1243.1666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0
50000,41,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,24736.5,843.6666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0
90000,45,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,22512.333333333332,661.8333333333334,0.0,0.0,1.0,0.0,1.0,0.0,0.0
20000,24,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,9979.0,2429.3333333333335,0.0,0.0,0.0,1.0,0.0,1.0,0.0
220000,30,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,15981.333333333334,10404.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
240000,27,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,3911.1666666666665,1125.8333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.0
440000,40,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,100906.0,20500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60000,37,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,2,58564.5,1550.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0
380000,31,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,9001.833333333334,9470.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
30000,44,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,20786.0,1076.6666666666667,0.0,0.0,1.0,0.0,1.0,0.0,0.0
120000,35,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,58626.833333333336,13745.666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0
150000,29,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5291.333333333333,5737.666666666667,1.0,1.0,0.0,0.0,0.0,1.0,0.0
90000,28,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,46827.5,2350.8333333333335,1.0,0.0,0.0,1.0,0.0,1.0,0.0
